datetime,frame_id,drone_id,worker_id,proc_latency_ms
2020-06-12 00:00:00.000000,1,3,3,31.87073008105944
2020-06-12 00:00:00.001000,2,3,2,33.4397760929223
2020-06-12 00:00:00.002000,3,3,3,33.491235144736315
2020-06-12 00:00:00.003000,4,3,1,34.65876123263056
2020-06-12 00:00:00.004000,5,3,3,32.16204483546385
2020-06-12 00:00:00.005000,6,3,5,32.88847264456331
2020-06-12 00:00:00.006000,7,3,6,32.71091264813847
2020-06-12 00:00:00.007000,8,3,1,33.08656070697519
2020-06-12 00:00:00.008000,9,3,1,30.154683745222226
2020-06-12 00:00:00.009000,10,3,2,34.37359975805535
2020-06-12 00:00:00.010000,11,3,2,34.00466929427297
2020-06-12 00:00:00.011000,12,3,5,32.29080483498904
2020-06-12 00:00:00.012000,13,3,5,31.241396972084296
2020-06-12 00:00:00.013000,14,3,5,33.90389409815899
2020-06-12 00:00:00.014000,15,3,1,31.070968168389115
2020-06-12 00:00:00.015000,16,3,3,33.24188588569624
2020-06-12 00:00:00.016000,17,3,6,31.723615050040443
2020-06-12 00:00:00.017000,18,3,3,34.29077666508762
2020-06-12 00:00:00.018000,19,3,6,34.62439090481282
2020-06-12 00:00:00.019000,20,3,5,33.55885961672821
2020-06-12 00:00:00.020000,21,3,4,33.134479738771574
2020-06-12 00:00:00.021000,22,3,1,31.433703170658127
2020-06-12 00:00:00.022000,23,3,3,31.953409826397664
2020-06-12 00:00:00.023000,24,3,2,33.542491926977064
2020-06-12 00:00:00.024000,25,3,4,32.26231892857833
2020-06-12 00:00:00.025000,26,3,4,32.45696662220769
2020-06-12 00:00:00.026000,27,3,5,30.03348475008807
2020-06-12 00:00:00.027000,28,3,2,32.73428820598935
2020-06-12 00:00:00.028000,29,3,1,30.264482571524567
2020-06-12 00:00:00.029000,30,3,3,32.00115534777064
2020-06-12 00:00:00.030000,31,3,5,30.05312628763372
2020-06-12 00:00:00.031000,32,3,3,30.053489505262707
2020-06-12 00:00:00.032000,33,3,1,34.55250351618245
2020-06-12 00:00:00.033000,34,3,6,32.6663274196736
2020-06-12 00:00:00.034000,35,3,3,31.15308042028087
2020-06-12 00:00:00.035000,36,3,3,32.99426963956836
2020-06-12 00:00:00.036000,37,3,5,30.610033839333315
2020-06-12 00:00:00.037000,38,3,3,33.75013950756307
2020-06-12 00:00:00.038000,39,3,3,33.93159917530541
2020-06-12 00:00:00.039000,40,3,4,32.34154969857626
2020-06-12 00:00:00.040000,41,3,2,31.848117374374333
2020-06-12 00:00:00.041000,42,3,6,34.977374394799156
2020-06-12 00:00:00.042000,43,3,2,34.98099918439274
2020-06-12 00:00:00.043000,44,3,4,32.544990388519246
2020-06-12 00:00:00.044000,45,3,4,33.65477190320933
2020-06-12 00:00:00.045000,46,3,4,34.38639985412465
2020-06-12 00:00:00.046000,47,3,6,34.134274876445055
2020-06-12 00:00:00.047000,48,3,4,32.12163601634997
2020-06-12 00:00:00.048000,49,3,5,30.09403963022569
2020-06-12 00:00:00.049000,50,3,5,33.64852175750379
2020-06-12 00:00:00.050000,51,3,5,33.760283373658424
2020-06-12 00:00:00.051000,52,3,5,31.132630914914404
2020-06-12 00:00:00.052000,53,3,5,31.68400873559212
2020-06-12 00:00:00.053000,54,3,6,31.461135488475485
2020-06-12 00:00:00.054000,55,3,1,31.67426724844323
2020-06-12 00:00:00.055000,56,3,1,33.21320723006738
2020-06-12 00:00:00.056000,57,3,5,34.07146211577671
2020-06-12 00:00:00.057000,58,3,6,30.45849915320599
2020-06-12 00:00:00.058000,59,3,4,34.59554358303621
2020-06-12 00:00:00.059000,60,3,5,31.311924951580906
2020-06-12 00:00:00.060000,61,3,5,30.103865857989607
2020-06-12 00:00:00.061000,62,3,5,32.26890976808173
2020-06-12 00:00:00.062000,63,3,6,31.02185673191733
2020-06-12 00:00:00.063000,64,3,5,34.253606935362974
2020-06-12 00:00:00.064000,65,3,4,31.23408305807688
2020-06-12 00:00:00.065000,66,3,3,34.88395758660599
2020-06-12 00:00:00.066000,67,3,6,34.11973319393791
2020-06-12 00:00:00.067000,68,3,3,34.34412668032631
2020-06-12 00:00:00.068000,69,3,2,32.41777790325601
2020-06-12 00:00:00.069000,70,3,4,30.459416431652784
2020-06-12 00:00:00.070000,71,3,3,34.29359409375046
2020-06-12 00:00:00.071000,72,3,6,33.85146315208606
2020-06-12 00:00:00.072000,73,3,3,32.1961535440556
2020-06-12 00:00:00.073000,74,3,3,33.03323489781137
2020-06-12 00:00:00.074000,75,3,3,33.250325480927835
2020-06-12 00:00:00.075000,76,3,3,30.277137006158135
2020-06-12 00:00:00.076000,77,3,1,31.672455921949584
2020-06-12 00:00:00.077000,78,3,3,32.56011532061053
2020-06-12 00:00:00.078000,79,3,4,32.33786267400625
2020-06-12 00:00:00.079000,80,3,2,33.08861714488812
2020-06-12 00:00:00.080000,81,3,5,33.49552518073969
2020-06-12 00:00:00.081000,82,3,5,31.8553263527185
2020-06-12 00:00:00.082000,83,3,4,30.61169096875561
2020-06-12 00:00:00.083000,84,3,1,32.9606714145094
2020-06-12 00:00:00.084000,85,3,1,33.88547550020587
2020-06-12 00:00:00.085000,86,3,5,32.10437641310755
2020-06-12 00:00:00.086000,87,3,1,33.13244526667065
2020-06-12 00:00:00.087000,88,3,4,31.174410226761868
2020-06-12 00:00:00.088000,89,3,1,32.84559022061644
2020-06-12 00:00:00.089000,90,3,1,30.89787469776082
2020-06-12 00:00:00.090000,91,3,2,30.957029243724282
2020-06-12 00:00:00.091000,92,3,2,30.618975652610906
2020-06-12 00:00:00.092000,93,3,2,33.526924730844534
2020-06-12 00:00:00.093000,94,3,5,30.17611327210262
2020-06-12 00:00:00.094000,95,3,4,33.920650849071244
2020-06-12 00:00:00.095000,96,3,3,34.97417575134108
2020-06-12 00:00:00.096000,97,3,6,34.94199746844416
2020-06-12 00:00:00.097000,98,3,5,33.48949528056017
2020-06-12 00:00:00.098000,99,3,4,32.59166082274339
2020-06-12 00:00:00.099000,100,3,2,31.456592966355146
2020-06-12 00:00:00.100000,101,3,2,34.51177480802748
2020-06-12 00:00:00.101000,102,3,2,34.77960016944791
2020-06-12 00:00:00.102000,103,3,5,30.169441212134178
2020-06-12 00:00:00.103000,104,3,5,34.36352380412062
2020-06-12 00:00:00.104000,105,3,2,32.383664883334575
2020-06-12 00:00:00.105000,106,3,2,34.687678711688704
2020-06-12 00:00:00.106000,107,3,3,33.49121912107394
2020-06-12 00:00:00.107000,108,3,4,34.6514565652712
2020-06-12 00:00:00.108000,109,3,3,34.79575262483264
2020-06-12 00:00:00.109000,110,3,5,31.246723358885124
2020-06-12 00:00:00.110000,111,3,3,34.37136843173325
2020-06-12 00:00:00.111000,112,3,6,32.08816312074567
2020-06-12 00:00:00.112000,113,3,4,34.36763449215195
2020-06-12 00:00:00.113000,114,3,4,30.289411856562463
2020-06-12 00:00:00.114000,115,3,2,31.424331613265615
2020-06-12 00:00:00.115000,116,3,1,31.93891882376623
2020-06-12 00:00:00.116000,117,3,2,31.149401696622032
2020-06-12 00:00:00.117000,118,3,2,30.84634601689504
2020-06-12 00:00:00.118000,119,3,3,31.262896677960946
2020-06-12 00:00:00.119000,120,3,6,30.22634018901758
2020-06-12 00:00:00.120000,121,3,3,30.590350733356615
2020-06-12 00:00:00.121000,122,3,5,33.671073207204415
2020-06-12 00:00:00.122000,123,3,3,31.745224211429846
2020-06-12 00:00:00.123000,124,3,4,32.570956307067846
2020-06-12 00:00:00.124000,125,3,4,34.170873073392
2020-06-12 00:00:00.125000,126,3,1,31.161609537377252
2020-06-12 00:00:00.126000,127,3,5,32.14482880862979
2020-06-12 00:00:00.127000,128,3,1,31.889462447340232
2020-06-12 00:00:00.128000,129,3,1,34.425814097879574
2020-06-12 00:00:00.129000,130,3,4,32.276195859062376
2020-06-12 00:00:00.130000,131,3,1,30.580715303086876
2020-06-12 00:00:00.131000,132,3,1,31.803948262951362
2020-06-12 00:00:00.132000,133,3,3,30.062555745224184
2020-06-12 00:00:00.133000,134,3,2,32.48581332390518
2020-06-12 00:00:00.134000,135,3,5,30.62991231646169
2020-06-12 00:00:00.135000,136,3,2,31.046416127287202
2020-06-12 00:00:00.136000,137,3,5,34.92418271079916
2020-06-12 00:00:00.137000,138,3,6,31.5627355675748
2020-06-12 00:00:00.138000,139,3,1,30.222899936571018
2020-06-12 00:00:00.139000,140,3,5,33.78649659595223
2020-06-12 00:00:00.140000,141,3,1,32.5527087260948
2020-06-12 00:00:00.141000,142,3,6,32.01582273503
2020-06-12 00:00:00.142000,143,3,6,31.87528380286729
2020-06-12 00:00:00.143000,144,3,3,33.68946143683993
2020-06-12 00:00:00.144000,145,3,6,34.1415409295674
2020-06-12 00:00:00.145000,146,3,3,31.206700637126907
2020-06-12 00:00:00.146000,147,3,6,33.41061931252696
2020-06-12 00:00:00.147000,148,3,6,34.35155850406169
2020-06-12 00:00:00.148000,149,3,6,32.943283053741986
2020-06-12 00:00:00.149000,150,3,2,30.300234859516884
2020-06-12 00:00:00.150000,151,3,4,32.29236958236519
2020-06-12 00:00:00.151000,152,3,4,30.71686356033777
